experiment,algorithm,ensemble,l,delta,m,k,rho,success,n_iter,residual_norm,stop_reason
weak_phase,SNIHT,gaussian,2,0.55,564,175,0.3102836879432624,0,50,0.0004933663876615701,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,175,0.3102836879432624,0,52,0.0004861937047213971,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,175,0.3102836879432624,0,49,0.0005346477060680771,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,175,0.3102836879432624,1,49,0.00045727111823630246,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,176,0.3120567375886525,0,51,0.0005180828089238179,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,176,0.3120567375886525,1,50,0.0004679946882093079,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,176,0.3120567375886525,0,49,0.0005474471015542041,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,176,0.3120567375886525,0,48,0.0005292483336699562,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,176,0.3120567375886525,0,56,0.00048198162602954676,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,176,0.3120567375886525,0,49,0.00048659657634722174,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,176,0.3120567375886525,0,48,0.0004979404436076453,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,176,0.3120567375886525,0,49,0.0004718223964443111,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,176,0.3120567375886525,1,53,0.00046019961309522916,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,176,0.3120567375886525,0,47,0.000504017885467156,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,177,0.31382978723404253,0,47,0.0005494041294368275,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,177,0.31382978723404253,1,50,0.00046207506448167266,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,177,0.31382978723404253,0,51,0.0005061908159008623,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,177,0.31382978723404253,1,50,0.0004799637452130157,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,177,0.31382978723404253,0,48,0.0005184864886261291,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,177,0.31382978723404253,0,51,0.0005080922218737299,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,177,0.31382978723404253,1,57,0.0004666392837350168,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,177,0.31382978723404253,1,55,0.00046524798984125173,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,177,0.31382978723404253,1,52,0.0004680529721566035,residual_small
weak_phase,SNIHT,gaussian,2,0.55,564,177,0.31382978723404253,0,56,0.0005315660090218859,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,153,0.24878048780487805,1,35,0.0004919943198169832,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,153,0.24878048780487805,1,31,0.000529017496418342,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,153,0.24878048780487805,1,33,0.0004786563282052714,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,153,0.24878048780487805,0,35,0.0005731909190235629,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,153,0.24878048780487805,1,33,0.0004924701233432774,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,153,0.24878048780487805,1,33,0.0005004867494386259,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,153,0.24878048780487805,1,36,0.0004786222640832853,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,153,0.24878048780487805,0,32,0.0005940127899382254,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,153,0.24878048780487805,0,35,0.0005846614173897972,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,153,0.24878048780487805,0,33,0.0005933256912134691,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,154,0.25040650406504067,0,35,0.0005526162659943025,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,154,0.25040650406504067,0,34,0.0005698763239046703,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,154,0.25040650406504067,1,32,0.0005363366594306996,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,154,0.25040650406504067,1,34,0.0005388041429834625,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,154,0.25040650406504067,1,38,0.0005319128042307559,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,154,0.25040650406504067,1,33,0.0004949108507354861,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,154,0.25040650406504067,0,37,0.0005706480967112454,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,154,0.25040650406504067,0,37,0.0005561208238828104,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,154,0.25040650406504067,1,33,0.0004619874256012436,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,154,0.25040650406504067,0,36,0.0005649825841948395,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,155,0.25203252032520324,0,36,0.000541386906526633,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,155,0.25203252032520324,0,35,0.0005881395322923116,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,155,0.25203252032520324,1,33,0.0005035860174614109,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,155,0.25203252032520324,1,38,0.000495266683926589,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,155,0.25203252032520324,0,34,0.0005628422861917902,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,155,0.25203252032520324,0,35,0.0005787380351620026,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,155,0.25203252032520324,1,34,0.00048582107107958183,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,155,0.25203252032520324,1,36,0.0004951518540688554,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,155,0.25203252032520324,0,34,0.0005840705876489452,residual_small
weak_phase,SNIHT,gaussian,2,0.6,615,155,0.25203252032520324,1,37,0.00048562713074478764,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,166,0.24924924924924924,0,32,0.0006286407850292442,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,166,0.24924924924924924,1,34,0.0005023258137753807,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,166,0.24924924924924924,0,35,0.0006207527514283712,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,166,0.24924924924924924,1,34,0.0005022260547057938,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,166,0.24924924924924924,1,35,0.000550202916495136,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,166,0.24924924924924924,0,35,0.0006317106133771405,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,166,0.24924924924924924,1,35,0.0005330327848602119,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,166,0.24924924924924924,0,33,0.0006121897870210978,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,166,0.24924924924924924,0,33,0.0006116745863813794,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,166,0.24924924924924924,0,32,0.0006482455554420806,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,167,0.25075075075075076,1,34,0.0005290680539593481,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,167,0.25075075075075076,0,38,0.0006067995121720462,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,167,0.25075075075075076,1,34,0.0005160631771065375,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,167,0.25075075075075076,1,36,0.0005091883669439346,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,167,0.25075075075075076,1,34,0.0005227475854197859,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,167,0.25075075075075076,0,38,0.0005703295588643014,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,167,0.25075075075075076,0,34,0.000588167312493747,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,167,0.25075075075075076,0,35,0.0006434984177986941,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,167,0.25075075075075076,0,37,0.0005916935297677096,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,167,0.25075075075075076,0,37,0.0006138978011432837,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,168,0.25225225225225223,0,32,0.0005748477552812947,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,168,0.25225225225225223,1,36,0.0005240212587296495,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,168,0.25225225225225223,0,38,0.0005341805240897039,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,168,0.25225225225225223,0,33,0.0006249748665227959,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,168,0.25225225225225223,0,35,0.0006237769238510619,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,168,0.25225225225225223,0,36,0.0005393304377368087,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,168,0.25225225225225223,1,35,0.0005310590626971045,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,168,0.25225225225225223,1,39,0.0005179211385160331,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,168,0.25225225225225223,0,34,0.0006214269751770421,residual_small
weak_phase,SNIHT,gaussian,2,0.65,666,168,0.25225225225225223,0,35,0.0006259767881665989,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,133,0.18549511854951187,1,24,0.0004971530847191182,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,133,0.18549511854951187,1,25,0.0005482348018386854,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,133,0.18549511854951187,1,24,0.0006163179428663587,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,133,0.18549511854951187,1,23,0.0005454251590250467,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,133,0.18549511854951187,1,22,0.0005507649412021225,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,133,0.18549511854951187,1,23,0.0006178974416934274,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,133,0.18549511854951187,1,25,0.00048741060175240764,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,133,0.18549511854951187,1,23,0.0005417438619857776,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,133,0.18549511854951187,1,25,0.0005290876785791884,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,133,0.18549511854951187,1,23,0.0005672232378770664,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,134,0.18688981868898186,0,23,0.0006426320251119047,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,134,0.18688981868898186,1,23,0.00062828731108507,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,134,0.18688981868898186,1,24,0.0006004106392010277,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,134,0.18688981868898186,0,25,0.0006410580329824406,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,134,0.18688981868898186,1,26,0.0005759356912110926,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,134,0.18688981868898186,1,25,0.0005126048114764278,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,134,0.18688981868898186,0,23,0.000645277816639222,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,134,0.18688981868898186,1,24,0.0006083239804409687,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,134,0.18688981868898186,1,24,0.0005146358243267193,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,134,0.18688981868898186,1,23,0.0005665915444279852,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,135,0.18828451882845187,1,25,0.0005582441801191424,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,135,0.18828451882845187,0,23,0.0006947743838225589,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,135,0.18828451882845187,0,23,0.0006603794825250885,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,135,0.18828451882845187,1,26,0.0005678759484202084,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,135,0.18828451882845187,1,23,0.0005403894558735473,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,135,0.18828451882845187,0,23,0.0006348382090449173,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,135,0.18828451882845187,1,25,0.0004889832312392726,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,135,0.18828451882845187,1,23,0.0006278590676530585,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,135,0.18828451882845187,1,24,0.0005986535648603349,residual_small
weak_phase,SNIHT,gaussian,2,0.7,717,135,0.18828451882845187,1,22,0.0005343038000875378,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,143,0.18619791666666666,0,24,0.0006684840478252884,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,143,0.18619791666666666,1,25,0.0005972705867977801,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,143,0.18619791666666666,0,24,0.0006368896856435947,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,143,0.18619791666666666,1,23,0.0006243867038919737,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,143,0.18619791666666666,0,24,0.0006941028721482107,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,143,0.18619791666666666,1,25,0.0005524539689160124,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,143,0.18619791666666666,0,23,0.0006948485264483442,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,143,0.18619791666666666,0,23,0.0007172488148282078,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,143,0.18619791666666666,1,24,0.0006055666871758871,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,143,0.18619791666666666,1,26,0.000608780670610148,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,144,0.1875,0,26,0.0006451550536746181,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,144,0.1875,0,24,0.0006938000729172077,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,144,0.1875,1,24,0.0005690137903977408,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,144,0.1875,1,23,0.0006333563758842717,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,144,0.1875,0,24,0.0006495790445699311,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,144,0.1875,1,25,0.0005901469719479844,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,144,0.1875,1,23,0.0005105040225103455,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,144,0.1875,0,25,0.0005972552202669453,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,144,0.1875,0,22,0.0006662355985510686,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,144,0.1875,0,24,0.0007410138632003509,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,145,0.18880208333333334,0,25,0.0006519789248824549,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,145,0.18880208333333334,0,23,0.0007072423716015073,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,145,0.18880208333333334,0,23,0.0007137802615655074,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,145,0.18880208333333334,1,25,0.000552463335580144,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,145,0.18880208333333334,1,24,0.0005506626778129674,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,145,0.18880208333333334,0,24,0.0006600295553042724,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,145,0.18880208333333334,1,24,0.0006250982283900025,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,145,0.18880208333333334,0,24,0.0006990736583681804,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,145,0.18880208333333334,0,24,0.0007279918468924211,residual_small
weak_phase,SNIHT,gaussian,2,0.75,768,145,0.18880208333333334,1,25,0.0005401281480020613,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,102,0.12439024390243902,1,18,0.0005424689954103455,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,102,0.12439024390243902,1,16,0.0005721133652897688,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,102,0.12439024390243902,1,17,0.0005962363667534442,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,102,0.12439024390243902,1,16,0.0006659187050466213,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,102,0.12439024390243902,1,16,0.0005309359285130306,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,102,0.12439024390243902,1,16,0.0005792379192048292,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,102,0.12439024390243902,1,18,0.0004978563973565353,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,102,0.12439024390243902,1,17,0.0005061894279590992,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,102,0.12439024390243902,0,17,0.0007858205367430853,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,102,0.12439024390243902,1,16,0.0006639220395647356,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,103,0.12560975609756098,0,16,0.0007246609771047306,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,103,0.12560975609756098,1,17,0.0006081857169120679,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,103,0.12560975609756098,1,17,0.00066710576824684,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,103,0.12560975609756098,1,18,0.0005647370868704717,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,103,0.12560975609756098,0,17,0.0007648032149571247,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,103,0.12560975609756098,1,18,0.0006241228929037064,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,103,0.12560975609756098,1,17,0.0006363234629085328,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,103,0.12560975609756098,1,16,0.0007180450120287517,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,103,0.12560975609756098,1,17,0.000504734429376893,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,103,0.12560975609756098,1,16,0.0007346553379880525,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,104,0.12682926829268293,0,16,0.0007950057087504364,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,104,0.12682926829268293,1,16,0.0006196334370284821,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,104,0.12682926829268293,0,15,0.0007518249365739939,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,104,0.12682926829268293,0,16,0.0007983256127951445,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,104,0.12682926829268293,0,16,0.0007247774297255569,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,104,0.12682926829268293,1,18,0.0005099111329636742,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,104,0.12682926829268293,1,17,0.0004958297283044813,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,104,0.12682926829268293,1,17,0.0006721308072233567,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,104,0.12682926829268293,1,17,0.0005295045046548628,residual_small
weak_phase,SNIHT,gaussian,2,0.8,820,104,0.12682926829268293,1,17,0.0006643896052905999,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,135,0.1549942594718714,0,19,0.0007397001109530969,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,135,0.1549942594718714,0,20,0.0008124428594590993,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,135,0.1549942594718714,0,20,0.0007378972552515003,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,135,0.1549942594718714,0,21,0.0007365609647405844,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,135,0.1549942594718714,1,20,0.0006183252056963718,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,135,0.1549942594718714,0,20,0.0008253811641005547,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,135,0.1549942594718714,1,20,0.000636779494070583,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,135,0.1549942594718714,0,20,0.0008000806404436887,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,135,0.1549942594718714,0,20,0.0006965524639365155,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,135,0.1549942594718714,0,20,0.0008266762230576672,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,136,0.15614236509758897,1,20,0.0006399051213213804,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,136,0.15614236509758897,0,19,0.000816440340513299,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,136,0.15614236509758897,1,20,0.0005892484132494207,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,136,0.15614236509758897,0,21,0.0007144707810614611,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,136,0.15614236509758897,0,20,0.0007487259845354375,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,136,0.15614236509758897,0,21,0.0007776545871953591,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,136,0.15614236509758897,1,21,0.0005697063173538495,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,136,0.15614236509758897,0,21,0.0007237845672262979,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,136,0.15614236509758897,1,20,0.0005738113096118574,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,136,0.15614236509758897,1,20,0.0005600720605601648,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,137,0.15729047072330654,0,20,0.0007337227347489111,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,137,0.15729047072330654,0,20,0.0007890092780659414,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,137,0.15729047072330654,1,20,0.0006638705618953334,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,137,0.15729047072330654,0,19,0.0008267304116135805,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,137,0.15729047072330654,0,19,0.0007766845621761699,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,137,0.15729047072330654,0,21,0.0007189533909985771,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,137,0.15729047072330654,0,21,0.0007509941834275354,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,137,0.15729047072330654,1,20,0.0006416545899566778,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,137,0.15729047072330654,0,20,0.0006941680570063791,residual_small
weak_phase,SNIHT,gaussian,2,0.85,871,137,0.15729047072330654,0,20,0.0007408003976905681,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,115,0.12472885032537961,1,16,0.0006073715585448297,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,115,0.12472885032537961,1,16,0.0006477090336998672,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,115,0.12472885032537961,1,16,0.0006192283856055719,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,115,0.12472885032537961,0,16,0.0008119900398152343,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,115,0.12472885032537961,1,15,0.0006625531185887828,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,115,0.12472885032537961,1,16,0.0006353241589721882,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,115,0.12472885032537961,0,16,0.0008973921283187109,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,115,0.12472885032537961,0,16,0.0008074740757930201,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,115,0.12472885032537961,1,16,0.0007262015100377335,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,115,0.12472885032537961,1,16,0.00067023592184841,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,116,0.12581344902386118,1,17,0.0006005936578922468,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,116,0.12581344902386118,1,17,0.0007065982610180438,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,116,0.12581344902386118,0,16,0.0007376281957454399,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,116,0.12581344902386118,0,16,0.0008665861332531531,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,116,0.12581344902386118,0,16,0.0008747585183812959,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,116,0.12581344902386118,1,17,0.0006273153018563088,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,116,0.12581344902386118,1,17,0.0005904942271000926,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,116,0.12581344902386118,0,16,0.0007387303279241503,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,116,0.12581344902386118,1,16,0.0005896269115523357,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,116,0.12581344902386118,0,18,0.0007411360893196213,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,117,0.12689804772234273,0,16,0.0008820887627622792,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,117,0.12689804772234273,1,16,0.0005959997477308131,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,117,0.12689804772234273,0,17,0.0008390123740085635,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,117,0.12689804772234273,0,16,0.0008500873128504698,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,117,0.12689804772234273,1,18,0.0005636424967992882,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,117,0.12689804772234273,1,16,0.0005340202923117,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,117,0.12689804772234273,1,17,0.0005878137890029656,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,117,0.12689804772234273,1,18,0.0006132068310222042,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,117,0.12689804772234273,0,17,0.0007143284051237498,residual_small
weak_phase,SNIHT,gaussian,2,0.9,922,117,0.12689804772234273,1,17,0.0006394895827176207,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,121,0.12435765673175746,0,16,0.0009320910901745783,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,121,0.12435765673175746,0,16,0.000767328284294011,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,121,0.12435765673175746,1,16,0.0006294759429368431,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,121,0.12435765673175746,1,17,0.0005731301486511696,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,121,0.12435765673175746,0,16,0.0008726535603726395,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,121,0.12435765673175746,1,17,0.0005767300238026487,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,121,0.12435765673175746,0,16,0.0008598560687444582,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,121,0.12435765673175746,1,16,0.0005960116144994618,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,121,0.12435765673175746,1,16,0.0007252879265971458,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,121,0.12435765673175746,0,16,0.0009164992018266367,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,122,0.12538540596094552,1,17,0.0006002610513048397,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,122,0.12538540596094552,1,17,0.0007194893944832542,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,122,0.12538540596094552,1,16,0.0006980431664522477,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,122,0.12538540596094552,0,16,0.0009371747588445723,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,122,0.12538540596094552,0,16,0.0008224535915906999,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,122,0.12538540596094552,0,16,0.0008103062660132117,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,122,0.12538540596094552,0,17,0.0008224299181789633,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,122,0.12538540596094552,1,16,0.0007083863655369425,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,122,0.12538540596094552,0,16,0.0007955082229277302,residual_small
weak_phase,SNIHT,gaussian,2,0.95,973,122,0.12538540596094552,0,16,0.0008329289967925908,residual_small
